PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;"La historia en general está bien. Muy buenos efectos visuales, las imágenes espectaculares,  los paisajes son muy buenos, y las actuaciones relucen, a pesar de que hay muchos actores poco conocidos, que hacen buenos papeles.  Lo que no me cuadra, son algunos puntos:  1) A pesar de todo su poder, el hada ""mala"" no puede deshacer su echizo (en la versión original, la mala decía que al cumplir los 18, se iba a pinchar el dedo, y se iba a morir. el hada buena, cambió la muerte, por un sueño).  2) A pesar de que el rey mandó quemar todas las ruecas del reino (adiós tejidos, etc...), la forma en que la chica se pincha el dedo... no me convence. Podrían haber elaborado un poco más esa parte. En la película parece que está como en trance, buscando pincharse el dedo apropósito, y una especie de ""magia"" hace que una de las ruecas hechas pedazos, se arregle sola, con una aguja saliente pronta para que se pinche, y ella va y entierra el dedo ahí... totalmente rebuscado. Y ahí cae en un sueño de muerte...  3) ¿Esperaban que un príncipe, que la había conocido hace 2 días, iba a sentir ""verdadero amor"" por ella? Flojo el guión en este punto. Esperaba algo más convincente.  Pero, para pasar el rato está bien.";3;2014-07-26 20:04:56.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;excelente película.fui con mi madre y la pasamos genial,muy recomendable.;5;2014-07-18 23:10:19.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Excelente! fui con mis hijos ya grandes y nos encantó a los tres. Está bien contada la historia, bien actuada (genial Angelina!) con buenos efectos y paisajes, conmueve, es completa! Estoy de acuerdo que es cruel que para verla en inglés haya UNA sola opción y de noche!! Los niños TAMBIÉN saben leer y además esta película no es para chiquititos!;5;2014-07-15 13:51:20.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Me gusto. La recomiendo totalmente.;4;2014-07-14 20:34:20.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;A mi me encanto!!!;5;2014-07-13 23:27:13.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;A mi y a mis hijas nos gustó. Es una fantasía muy agradable, repleta de mensajes y aprendizaje.;4;2014-07-13 01:50:10.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Exelente !!! fuimos en familia nos encantó ! súper recomendable !!;5;2014-07-06 14:42:54.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Fui con mi nieta de 5 años. A las dos nos gustó. Divertida, tierna, y para nada terrorífica. Altamente Recomendable.;4;2014-07-05 17:02:27.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Muy linda, una reivindicación de Maléfica desde el relato de Aurora, en un mundo de grises, no todo es como nos contaron, ni los buenos tan buenos ni los malos tan malos. Angelina Jolie muy pero muy bien en el papel de maléfica. Entretenida sin dudas. Destaco que fui con mi hijo de 5 años y medio y le gustó mucho ya que en cine no hay mucho para estas vacaciones para niños.;5;2014-07-03 01:30:50.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;me gusto la pelicula.. es entretenida, hace tiempo que esperaba algo asi;4;2014-07-01 19:13:31.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Hermosa visualmente, entretenida y consistente.;4;2014-06-29 16:00:30.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;hacia mucho mucho tiempo que no salía del cine perplejo ante tanto!, un mundo mágico increíble que hace soñar nuevamente como un niño a cualquiera que la vea, una bruja espectacular, pasajes cómicos, la actriz que encarnó a la profesora Umbridge en Harry potter (que no se ni como se llama y hace esta vez de hada) una cra... que mas decir... ME EN CAN TO!!!!!!;5;2014-06-24 20:49:24.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;"Buenísima. Siempre nos gusta que el cuento siga, mute, se multiplique. Y contado con eficacia. Ahora, ver versión subtitulada en 3D es un gol en contra; la letra se te viene encima y te resta imagen, aunque trates de no leer y solamente oír. Voy  a verla otra vez (con sumo gusto), en 3D pero doblada. Gracias a la Disney por recordarme por qué me gustaba el cine.";5;2014-06-22 02:10:40.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Hermosa!!!;5;2014-06-15 14:47:52.000
